Schulnummer,Schultyp,Name,Straße,PLZ,Ort,Link
"2783",Mittelschule,Grundschule Neuburg a.d.Donau Am Schwalbanger,Am Schwalbanger 2,86633,Neuburg a.d.Donau,https://www.km.bayern.de/schule/2783
"2782",Mittelschule,Grundschule Neuburg a.d.Donau im Englischen Garten,Grünauer Str. 1,86633,Neuburg a.d.Donau,https://www.km.bayern.de/schule/2782
"1436",Hauswirtschaftliche und sozialberufliche Fachschulen,Fachschule für Heilerziehungspflege u.-pflegehilfe d.Stiftung St.Johannes in Neuburg a.d.Donau,Bahnhofstr. 107,86633,Neuburg a.d.Donau,https://www.km.bayern.de/schule/1436
"0571",Realschule,Maria-Ward-Realschule Neuburg des Schulwerks der Diözese Augsburg,Amalienstr. 11,86633,Neuburg a.d.Donau,https://www.km.bayern.de/schule/0571
"0570",Realschule,Staatliche Realschule Neuburg a.d.Donau,Kreuter Weg 10,86633,Neuburg a.d.Donau,https://www.km.bayern.de/schule/0570
"2018",Förderzentrum,Sophie-Scholl-Schule Priv. Förderzentrum Förder- schwerpunkt geist. Entwicklung Neuburg,Joseph-Haydn-Straße 14,86633,Neuburg a.d.Donau,https://www.km.bayern.de/schule/2018
"2008",Förderzentrum,Dr.-Walter-Asam-Schule Sonderpädagogisches Förderzentrum Neuburg a.d.Donau,Monheimer Straße 60,86633,Neuburg a.d.Donau,https://www.km.bayern.de/schule/2008
"1980",Fachakademie,Staatl. Fachakademie für Sozialpädagogik Neuburg a.d.Donau,Monheimer Straße 66,86633,Neuburg a.d.Donau,https://www.km.bayern.de/schule/1980
"8486",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Altenpflegehilfe Wertingen der Kreiskliniken Dillingen-Wertingen gGmbH,Pestalozzistr. 5,86637,Wertingen,https://www.km.bayern.de/schule/8486
"9253",Landwirtschaftliche Fachschulen,Landwirtschaftsschule Wertingen,Landrat-Anton-Rauch-Platz 2,86637,Wertingen,https://www.km.bayern.de/schule/9253
"8699",Mittelschule,Private Montessori-Volksschule Wertingen (Grund- und Hauptschule),Zusmarshauser Str. 19,86637,Wertingen,https://www.km.bayern.de/schule/8699
"8697",Mittelschule,Grundschule Zusamaltheim,Untere Dorfstraße 1,86637,Zusamaltheim,https://www.km.bayern.de/schule/8697
"8695",Mittelschule,Grundschule Wertingen,Fere-Str. 2,86637,Wertingen,https://www.km.bayern.de/schule/8695
"0364",Gymnasium,Gymnasium Wertingen,Pestalozzistr. 12,86637,Wertingen,https://www.km.bayern.de/schule/0364
"0937",Fachoberschule,Montessori-Fachoberschule des Montessori Fördervereins des Kreises Dillingen e.V.Wertingen,Zusmarshauser Str. 19,86637,Wertingen,https://www.km.bayern.de/schule/0937
"0671",Realschule,Anton-Rauch-Realschule Staatliche Realschule Wertingen,Fere-Str. 3,86637,Wertingen,https://www.km.bayern.de/schule/0671
"8698",Mittelschule,Mittelschule Wertingen,Pestalozzistr. 16,86637,Wertingen,https://www.km.bayern.de/schule/8698
"8926",Mittelschule,Gebrüder-Lachner-Mittelschule Rain,Fasanenweg 1,86641,Rain a. Lech,https://www.km.bayern.de/schule/8926
"8925",Mittelschule,Johannes-Bayer-Grundschule Rain,Preußenallee 28 - 30,86641,Rain,https://www.km.bayern.de/schule/8925
"0692",Realschule,Staatliche Realschule Rain,Kraftwerkstr. 12,86641,Rain,https://www.km.bayern.de/schule/0692
"2779",Mittelschule,Grundschule Rennertshofen,Weinbergstr. 15,86643,Rennertshofen,https://www.km.bayern.de/schule/2779
"1049",Freie Waldorfschule,Freie Schule Lech-Donau priv. Grund- und höhere Schule d. Lech-Donau gGmbH Buttenwiesen,Schulstr. 18,86647,Buttenwiesen,https://www.km.bayern.de/schule/1049
"8691",Mittelschule,Ulrich-von-Thürheim-Grundschule Buttenwiesen,Am Mohnfeld 15,86647,Buttenwiesen,https://www.km.bayern.de/schule/8691
"8849",Mittelschule,Leonhart-Fuchs-Grundschule Wemding,Oettinger Str. 16,86650,Wemding,https://www.km.bayern.de/schule/8849
"8931",Mittelschule,Leonhart-Fuchs-Mittelschule Wemding,Oettinger Str. 16,86650,Wemding,https://www.km.bayern.de/schule/8931
"0670",Realschule,Anton-Jaumann-Realschule Staatliche Realschule Wemding,Polsinger Weg 13,86650,Wemding,https://www.km.bayern.de/schule/0670
"8846",Mittelschule,Grundschule Monheim,Schulstr. 6,86653,Monheim,https://www.km.bayern.de/schule/8846
"8917",Mittelschule,Mittelschule Monheim,Schulstr. 6,86653,Monheim,https://www.km.bayern.de/schule/8917
"8906",Mittelschule,Mittelschule Harburg (Schwaben),Schulstr. 2,86655,Harburg (Schwaben),https://www.km.bayern.de/schule/8906
"8843",Mittelschule,Grundschule Harburg (Schwaben),Schulstraße 2,86655,Harburg (Schwaben),https://www.km.bayern.de/schule/8843
"8788",Mittelschule,Grundschule Bissingen,Stillnauer Straße 2,86657,Bissingen,https://www.km.bayern.de/schule/8788
"8680",Mittelschule,Mittelschule Bissingen,Stillnauer Straße 2,86657,Bissingen,https://www.km.bayern.de/schule/8680
"8929",Mittelschule,Grundschule Tapfheim,Schulstr. 8,86660,Tapfheim,https://www.km.bayern.de/schule/8929
"8821",Mittelschule,Grundschule Asbach-Bäumenheim,Josef-Dunau-Ring 4,86663,Asbach-Bäumenheim,https://www.km.bayern.de/schule/8821
"8894",Mittelschule,Mittelschule Asbach-Bäumenheim,Josef-Dunau-Ring 4,86663,Asbach-Bäumenheim,https://www.km.bayern.de/schule/8894
"1251",Mittelschule,Grundschule Burgheim,Schulgasse 4,86666,Burgheim,https://www.km.bayern.de/schule/1251
"2773",Mittelschule,Mittelschule Burgheim,Schulgasse 4,86666,Burgheim,https://www.km.bayern.de/schule/2773
"2775",Mittelschule,Maurus-Gerle-Mittelschule Karlshuld,Schulstr. 1,86668,Karlshuld,https://www.km.bayern.de/schule/2775
"1253",Mittelschule,Maurus-Gerle-Grundschule Karlshuld,Schulstr. 1,86668,Karlshuld,https://www.km.bayern.de/schule/1253
"2778",Mittelschule,Grundschule Königsmoos,Neuburger Str. 8,86669,Königsmoos,https://www.km.bayern.de/schule/2778
"8590",Mittelschule,Grundschule Thierhaupten,Kreuzberg 1,86672,Thierhaupten,https://www.km.bayern.de/schule/8590
"2786",Mittelschule,Grundschule Bergheim,Bergheimer Weg 1,86673,Bergheim,https://www.km.bayern.de/schule/2786
"2774",Mittelschule,Mittelschule Ehekirchen,Bürgermeister-Braun-Straße 1,86676,Ehekirchen,https://www.km.bayern.de/schule/2774
"1252",Mittelschule,Grundschule Ehekirchen,Bürgermeister-Braun-Straße 1,86676,Ehekirchen,https://www.km.bayern.de/schule/1252
"8902",Mittelschule,Grundschule Fünfstetten-Gosheim,Kapellstr. 5,86681,Fünfstetten,https://www.km.bayern.de/schule/8902
"8907",Mittelschule,Grundschule Holzheim,Schulstr. 3,86684,Holzheim,https://www.km.bayern.de/schule/8907
"8197",Förderzentrum,Abt-Ulrich-Schule Sonderpädagogisches Förderzentrum Kaisheim,Schulstraße 6,86687,Kaisheim,https://www.km.bayern.de/schule/8197
"8908",Mittelschule,Graf-Heinrich-Grundschule Kaisheim,Schulstraße 12,86687,Kaisheim,https://www.km.bayern.de/schule/8908
"8911",Mittelschule,Julian-Knogler-Grundschule Marxheim,Heinrichshöhe 5,86688,Marxheim,https://www.km.bayern.de/schule/8911
"8914",Mittelschule,Antonius-von-Steichele-Grundschule Mertingen,Ostergasse 23,86690,Mertingen,https://www.km.bayern.de/schule/8914
"8660",Mittelschule,Grundschule Nordendorf,Schäfflerstraße 25,86695,Nordendorf,https://www.km.bayern.de/schule/8660
"2785",Mittelschule,Grundschule Oberhausen,Schulstr. 8,86697,Oberhausen,https://www.km.bayern.de/schule/2785
"8923",Mittelschule,Grundschule Oberndorf a.Lech,Rainer Str. 7,86698,Oberndorf a.Lech,https://www.km.bayern.de/schule/8923
"8928",Mittelschule,Grundschule Tagmersheim,Ernst-Graf-von-Moy-Platz 1,86704,Tagmersheim,https://www.km.bayern.de/schule/8928
"2792",Mittelschule,Grundschule Weichering,Ingolstädter Str. 27,86706,Weichering,https://www.km.bayern.de/schule/2792
"8674",Mittelschule,Grundschule Westendorf,Schulstraße 20,86707,Westendorf,https://www.km.bayern.de/schule/8674
"8932",Mittelschule,Grundschule Wolferstadt,Am Kirchberg 21,86709,Wolferstadt,https://www.km.bayern.de/schule/8932
"8028",Förderzentrum,St.-Georg-Schule Sonderpädagogisches Förderzentrum Nördlingen,Oskar-Mayer-Str. 53,86720,Nördlingen,https://www.km.bayern.de/schule/8028
"8073",Berufsschule,Staatliche Berufsschule Nördlingen,Kerschensteinerstr. 4,86720,Nördlingen,https://www.km.bayern.de/schule/8073
"8108",Wirtschaftsschule,Staatliche Wirtschaftsschule Nördlingen,Kerschensteinerstr. 4,86720,Nördlingen,https://www.km.bayern.de/schule/8108
"8125",BFS hausw. gastgew. und soziale Berufe,Liselotte-Nold-Schule Berufsfachschule für Ernährung und Versorgung Nördlingen,Bgm.-Reiger-Str. 36,86720,Nördlingen,https://www.km.bayern.de/schule/8125
"8141",BFS hausw. gastgew. und soziale Berufe,Liselotte-Nold-Schule Berufsfachsch.f.Kinderpflege der Evang.-Luth. Kirchengemeinde Nördlingen,Bgm.-Reiger-Str. 36,86720,Nördlingen,https://www.km.bayern.de/schule/8141
"8105",Berufsfachschule des Gesundheitswesens,Liselotte-Nold-SchuleBerufsfachsch.f.Ergotherapie Nördlingen d. Evang.-Luth. Kirchengem. Nördlingen,Bgm.-Reiger-Str. 36,86720,Nördlingen,https://www.km.bayern.de/schule/8105
"8485",Berufsfachschule des Gesundheitswesens,Private Berufsfachschule für Altenpflegehilfe Nördlingen der Evang.-Luth. Kirchengemeinde,Bgm.-Reiger-Str. 36,86720,Nördlingen,https://www.km.bayern.de/schule/8485
"8162",Fachakademie,Fachakademie für Sozialpädagogik Maria Stern Nördlingen des Schulwerks d. Diözese Augsburg,Hüttengasse 2,86720,Nördlingen,https://www.km.bayern.de/schule/8162
"8493",Gewerbliche Fachschulen,Staatl. Fachschule für Bau- Elektro- Maschinenbau-u. Mechatroniktechnik Nördlingen,Kerschensteinerstr. 4,86720,Nördlingen,https://www.km.bayern.de/schule/8493
"9266",Landwirtschaftliche Fachschulen,Landwirtschaftsschule Nördlingen,Oskar-Mayer-Str. 51,86720,Nördlingen,https://www.km.bayern.de/schule/9266
"8922",Mittelschule,Hans-Schäufelin-Grundschule Nördlingen,Squindostr. 1,86720,Nördlingen,https://www.km.bayern.de/schule/8922
"8921",Mittelschule,Grundschule Nördlingen-Mitte,Weinmarkt 1,86720,Nördlingen,https://www.km.bayern.de/schule/8921
"8919",Mittelschule,Grundschule Nördlingen an der Schillerstraße,Schillerstr. 5,86720,Nördlingen,https://www.km.bayern.de/schule/8919
"8909",Mittelschule,Grundschule Löpsingen,Schulstr. 2,86720,Nördlingen,https://www.km.bayern.de/schule/8909
"8918",Mittelschule,Mittelschule Nördlingen,Squindostr. 1,86720,Nördlingen,https://www.km.bayern.de/schule/8918
"0230",Gymnasium,Theodor-Heuss-Gymnasium Nördlingen,Schäufelinstr. 8,86720,Nördlingen,https://www.km.bayern.de/schule/0230
"0586",Realschule,Realschule Maria Stern Nördlingen des Schulwerks der Diözese Augsburg,Hüttengasse 2,86720,Nördlingen,https://www.km.bayern.de/schule/0586
"8853",Mittelschule,Grundschule Oettingen i.Bay.,Lange-Mauer-Str. 2,86732,Oettingen i.Bay.,https://www.km.bayern.de/schule/8853
"8781",Mittelschule,Montessori-Schule Oettingen (Grund-und Hauptschule) der Montessori Fördergemeinschaft Nör,Lange-Mauer-Str. 6,86732,Oettingen i.Bay.,https://www.km.bayern.de/schule/8781
"0248",Gymnasium,Albrecht-Ernst-Gymnasium Oettingen,Goethestr. 36,86732,Oettingen i.Bay.,https://www.km.bayern.de/schule/0248
"8924",Mittelschule,Mittelschule Oettingen i.Bay.,Lange-Mauer-Str. 2,86732,Oettingen i.Bay.,https://www.km.bayern.de/schule/8924
"8892",Mittelschule,Johann-Wilhelm-Klein-Grundschule Alerheim,Raiffeisenstr. 9,86733,Alerheim,https://www.km.bayern.de/schule/8892
"8893",Mittelschule,Grundschule Amerdingen,Schulstr. 11,86735,Amerdingen,https://www.km.bayern.de/schule/8893
"8411",Mittelschule,Grundschule Deiningen,Schulstraße 5,86738,Deiningen,https://www.km.bayern.de/schule/8411
"8897",Mittelschule,Mittelschule Deiningen,Schulstraße 5,86738,Deiningen,https://www.km.bayern.de/schule/8897
"8920",Mittelschule,Grundschule Kleinerdlingen-Ederheim,Schulstr. 19,86739,Ederheim,https://www.km.bayern.de/schule/8920
"8901",Mittelschule,Grundschule Fremdingen,An der Schule 1,86742,Fremdingen,https://www.km.bayern.de/schule/8901
"8905",Mittelschule,Grundschule Hainsfarth,Schulberg 4,86744,Hainsfarth,https://www.km.bayern.de/schule/8905
"8910",Mittelschule,Grundschule Marktoffingen,Schulweg 7,86748,Marktoffingen,https://www.km.bayern.de/schule/8910
"8912",Mittelschule,Grundschule Megesheim,Munninger Weg 3,86750,Megesheim,https://www.km.bayern.de/schule/8912
"8915",Mittelschule,Grundschule Mönchsdeggingen,Albstr. 46,86751,Mönchsdeggingen,https://www.km.bayern.de/schule/8915
"8200",Förderzentrum,Hermann-Keßler-Schule Möttingen Priv. Förder- zentrum Förderschwerpunkt geistige Entwicklung,Bautenbachweg 7,86753,Möttingen,https://www.km.bayern.de/schule/8200
"8927",Mittelschule,Grundschule Reimlingen,Kirchberg 13,86756,Reimlingen,https://www.km.bayern.de/schule/8927
"0661",Realschule,Maria-Ward-Realschule Wallerstein des Schulwerks der Diözese Augsburg,Herrenstr. 15,86757,Wallerstein,https://www.km.bayern.de/schule/0661
"8412",Mittelschule,Max-Dünßer-Grundschule Wallerstein,Hinterm Alten Schloß 23,86757,Wallerstein,https://www.km.bayern.de/schule/8412
"8930",Mittelschule,Moll-Berczy-Mittelschule Wallerstein,Hinterm Alten Schloß 23,86757,Wallerstein,https://www.km.bayern.de/schule/8930
"8818",Mittelschule,Mittelschule Buchloe,Münchener Str. 22,86807,Buchloe,https://www.km.bayern.de/schule/8818
"8817",Mittelschule,Comenius-Grundschule Buchloe,Adolf-Müller-Str. 7,86807,Buchloe,https://www.km.bayern.de/schule/8817
"8730",Mittelschule,Meinrad-Spieß-Grundschule Buchloe,Prof.-Neher-Str. 1,86807,Buchloe,https://www.km.bayern.de/schule/8730
"0435",Realschule,Staatliche Realschule Buchloe,Kerschensteinerstr. 2,86807,Buchloe,https://www.km.bayern.de/schule/0435
"0083",Gymnasium,Gymnasium Buchloe,Kerschensteinerstr. 8,86807,Buchloe,https://www.km.bayern.de/schule/0083
"1137",Berufsoberschule,Berufsoberschule Bad Wörishofen des Zweckverbandes Beruflicher Schulen Bad Wörishofen,Oststr. 38,86825,Bad Wörishofen,https://www.km.bayern.de/schule/1137
"0917",Fachoberschule,Fachoberschule Bad Wörishofen des Zweckverbandes Beruflicher Schulen Bad Wörishofen,Oststr. 38,86825,Bad Wörishofen,https://www.km.bayern.de/schule/0917
"8857",Mittelschule,Pfarrer-Kneipp-Mittelschule Bad Wörishofen,Kaufbeurer Str. 12,86825,Bad Wörishofen,https://www.km.bayern.de/schule/8857
"8110",Wirtschaftsschule,Wirtschaftsschule des Zweckverbandes Berufl. Schulen Bad Wörishofen,Oststr. 38,86825,Bad Wörishofen,https://www.km.bayern.de/schule/8110
"8135",BFS hausw. gastgew. und soziale Berufe,Staatliche Berufsfachschule für Assistenten für Hotel- und Tourismusmanagement Bad Wörishofen,Oststraße 38,86825,Bad Wörishofen,https://www.km.bayern.de/schule/8135
"8163",Berufsfachschule des Gesundheitswesens,Sebastian-Kneipp-Berufsfachschule für Massage des Kneipp-Bundes e.V. Bad Wörishofen,Brucknerstr. 1,86825,Bad Wörishofen,https://www.km.bayern.de/schule/8163
"8150",Berufsfachschule des Gesundheitswesens,Seb.-Kneipp-Berufsfachschule für Physiotherapie des Kneipp-Bundes e.V. Bad Wörishofen,Brucknerstr. 1,86825,Bad Wörishofen,https://www.km.bayern.de/schule/8150
"8308",Hauswirtschaftliche und sozialberufliche Fachschulen,Fachschule für das Hotel- und Gaststättengewerbe des Zweckverb. Berufl. Schulen Bad Wörishofen,Oststraße 38,86825,Bad Wörishofen,https://www.km.bayern.de/schule/8308
"8985",Mittelschule,Pfarrer-Kneipp-Grundschule Bad Wörishofen,Kaufbeurer Str. 12,86825,Bad Wörishofen,https://www.km.bayern.de/schule/8985
"8487",Berufsfachschule des Gesundheitswesens,Staatliche Berufsfachschule für Diätassistenten in Schwabmünchen,Feyerabendstr. 4,86830,Schwabmünchen,https://www.km.bayern.de/schule/8487
"9267",Landwirtschaftliche Fachschulen,Landwirtschaftsschule Schwabmünchen,Feyerabendstr. 2,86830,Schwabmünchen,https://www.km.bayern.de/schule/9267
"8662",Mittelschule,Sankt-Ulrich-Grundschule Schwabmünchen,Museumstr. 16,86830,Schwabmünchen,https://www.km.bayern.de/schule/8662
"0960",Gymnasium,Leonhard-Wagner-Gymnasium Schwabmünchen,Breitweg 16,86830,Schwabmünchen,https://www.km.bayern.de/schule/0960
"8661",Mittelschule,Leonhard-Wagner-Mittelschule Schwabmünchen,Breitweg 16 a,86830,Schwabmünchen,https://www.km.bayern.de/schule/8661
"0759",Realschule,Leonhard-Wagner-Realschule Staatl. Realschule Schwabmünchen,Breitweg 16,86830,Schwabmünchen,https://www.km.bayern.de/schule/0759
"8986",Mittelschule,Albert-Schweitzer-Grundschule Ettringen,Schulstraße 10,86833,Ettringen,https://www.km.bayern.de/schule/8986
"8866",Mittelschule,Albert-Schweitzer-Mittelschule Ettringen,Schulstraße 10,86833,Ettringen,https://www.km.bayern.de/schule/8866
"8540",Mittelschule,Grundschule Graben,Via-Claudia-Weg 5,86836,Graben,https://www.km.bayern.de/schule/8540
"8623",Mittelschule,Mittelschule Untermeitingen,Lechfelder Str. 55,86836,Untermeitingen,https://www.km.bayern.de/schule/8623
"8668",Mittelschule,Grundschule Untermeitingen,Schulstraße 9,86836,Untermeitingen,https://www.km.bayern.de/schule/8668
"8644",Mittelschule,Von-Imhof-Grundschule Klosterlechfeld,Schulstraße 21,86836,Klosterlechfeld,https://www.km.bayern.de/schule/8644
"8883",Mittelschule,Grundschule Türkheim,Wörishofer Straße 5,86842,Türkheim,https://www.km.bayern.de/schule/8883
"8884",Mittelschule,Ludwig-Aurbacher-Mittelschule Türkheim,Oberjägerstraße 7,86842,Türkheim,https://www.km.bayern.de/schule/8884
"0343",Gymnasium,Joseph-Bernhart-Gymnasium Türkheim,Irsinger Str. 7,86842,Türkheim,https://www.km.bayern.de/schule/0343
"8641",Mittelschule,Mittelschule Großaitingen,Schulstr. 6,86845,Großaitingen,https://www.km.bayern.de/schule/8641
"8711",Mittelschule,Grundschule Großaitingen,Schulstr. 6,86845,Großaitingen,https://www.km.bayern.de/schule/8711
"8684",Mittelschule,Grundschule Fischach-Langenneufnach,Mühlstr. 15,86850,Fischach,https://www.km.bayern.de/schule/8684
"8634",Mittelschule,Mittelschule Fischach-Langenneufnach,Mühlstr. 15,86850,Fischach,https://www.km.bayern.de/schule/8634
"8650",Mittelschule,Grundschule Langerringen,Viktor-von-Scheffel-Str. 33,86853,Langerringen,https://www.km.bayern.de/schule/8650
"8642",Mittelschule,Grundschule Hiltenfingen,Schulweg 7,86856,Hiltenfingen,https://www.km.bayern.de/schule/8642
"2653",Mittelschule,Grundschule Igling,Schulstr. 14,86859,Igling,https://www.km.bayern.de/schule/2653
"1521",Förderzentrum,Regens-Wagner-Schule HolzhausenPriv.Förderz. Förderschwerp. Lernen u.geist.Entw.Igling,Magnusstr. 3,86859,Igling,https://www.km.bayern.de/schule/1521
"1679",Berufsschule zur sonderpädagogischen Förderung,Regens-Wagner-Schule Holzhausen Private Berufssch.z. sonderpäd.Förd. Förderschwerpunkt Lernen Igling,Magnusstr. 3,86859,Igling,https://www.km.bayern.de/schule/1679
"8539",Mittelschule,Grundschule Jengen,Weinhausener Str. 6,86860,Jengen,https://www.km.bayern.de/schule/8539
"8874",Mittelschule,Christoph-Scheiner-Grundschule Markt Wald,Schnerzhofer Str. 18,86865,Markt Wald,https://www.km.bayern.de/schule/8874
"8885",Mittelschule,Grundschule Tussenhausen,Marktplatz 4,86874,Tussenhausen,https://www.km.bayern.de/schule/8885
"8850",Mittelschule,Grundschule Waal,Schulstraße 1,86875,Waal,https://www.km.bayern.de/schule/8850
"8671",Mittelschule,Grundschule Walkertshofen,Schulgasse 5,86877,Walkertshofen,https://www.km.bayern.de/schule/8671
"8887",Mittelschule,Grundschule Wiedergeltingen,Mindelheimer Straße 26,86879,Wiedergeltingen,https://www.km.bayern.de/schule/8887
"2667",Mittelschule,Mittelschule Landsberg am Lech,Fritz-Beck-Str. 1,86899,Landsberg am Lech,https://www.km.bayern.de/schule/2667
"9271",Landwirtschaftliche Fachschulen,Staatliche Technikerschule für Agrarwirtschaft Landsberg a.Lech Fachrichtung Landbau,Kommerzienrat-Winklhofer-Straße 1,86899,Landsberg am Lech,https://www.km.bayern.de/schule/9271
"0521",Realschule,Johann-Winklhofer-Realschule Staatliche Realschule Landsberg,Platanenstr. 2,86899,Landsberg am Lech,https://www.km.bayern.de/schule/0521
"0145",Gymnasium,Dominikus-Zimmermann-Gymnasium Landsberg am Lech,Platanenstr. 2,86899,Landsberg am Lech,https://www.km.bayern.de/schule/0145
"0951",Gymnasium,Ignaz-Kögler-Gymnasium Landsberg am Lech,Lechstr. 6,86899,Landsberg am Lech,https://www.km.bayern.de/schule/0951
